ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
67,Nitric oxide synthase 1,NOS1,642526,U17327,P29475,NOS1_HUMAN,4D1N; 4UCH; 4UH5; 4UH6; 4V3U; 5ADF; 5ADG; 5ADI; 5FVU; 5FVV; 5FVW; 5FVX; 5UO1; 5UO2; 5UO3; 5UO4; 5UO5; 5UO6; 5UO7; 5VUV; 5VUW; 5VUX; 5VUY; 5VUZ; 5VV0; 5VV1; 5VV2; 5VV3; 5VV4; 5VV5; 6AUY; 6AUZ; 6AV0; 6AV1; 6AV2; 6AV3; 6AV4; 6AV5; 6CIC; 6CID; 6NG1; 6NG2; 6NG4; 6NG5; 6NG6; 6NG7; 6NG8; 6NGA; 6NGB; 6NGC; 6NGD; 6NGE; 6NGF; 6NGH; 6NGI; 6NHB; 6NHC; 6PNA; 6PNB; 6PNC; 6PND; 6PNE; 6PNF; 6PNG; 6PNH; 6PO5; 6PO7; 6PO8; 6PO9; 6POA; 6POB; 6POC; 6POT; 7TS1; 7TS2; 7TS3; 7TS4; 7TS5; 7TS6; 7TS7; 7TS8; 7UAM; 7US7; 7US8; 8BI8; 8BI9; 8FGF; 8FGG; 8FGH; 8FGI; 8FGJ; 8FGK; 8FGL; 8FGM; 8UFP; 8UFQ,NOS1,NOS1,HGNC:7872,Humans,DB00843; DB01221; DB03147; DB03247; DB09241
68,L-lactate dehydrogenase B chain,LDHB,1200083,X13794,P07195,LDHB_HUMAN,1I0Z; 1T2F; 7DBJ; 7DBK,LDHB,LDHB,HGNC:6541,Humans,DB00157; DB09118; DB11638
69,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,219918,D90228,P24752,THIL_HUMAN,2F2S; 2IB7; 2IB8; 2IB9; 2IBU; 2IBW; 2IBY,ACAT1,ACAT1,HGNC:93,Humans,DB00795; DB04812; DB09061
70,Group 10 secretory phospholipase A2,PLA2G10,2289237,U95301,O15496,PA2GX_HUMAN,1LE6; 1LE7; 4UY1; 5G3M; 5OW8; 5OWC; 6G5J,PLA2G10,PLA2G10,HGNC:9029,Humans,DB13893; DB13894
71,Peroxisome proliferator-activated receptor alpha,PPARA,307341,L02932,Q07869,PPARA_HUMAN,1I7G; 1K7L; 1KKQ; 2NPA; 2P54; 2REW; 2ZNN; 3ET1; 3FEI; 3G8I; 3KDT; 3KDU; 3SP6; 3VI8; 4BCR; 4CI4; 5AZT; 5HYK; 6KAX; 6KAY; 6KAZ; 6KB0; 6KB1; 6KB2; 6KB3; 6KB4; 6KB5; 6KB6; 6KB7; 6KB8; 6KB9; 6KBA; 6KXX; 6KXY; 6KYP; 6L36; 6L37; 6L38; 6L96; 6LX4; 6LX5; 6LX6; 6LX7; 6LX8; 6LX9; 6LXA; 6LXB; 6LXC; 7BPY; 7BPZ; 7BQ0; 7BQ1; 7BQ2; 7BQ3; 7BQ4; 7C6Q; 7E5F; 7E5G; 7E5H; 7E5I; 8HUK; 8HUN; 8HUQ,PPARA,PPARA,HGNC:9232,Humans,DB00132; DB00159; DB00197; DB00313; DB00328; DB00412; DB00573; DB00636; DB01039; DB01050; DB01118; DB01241; DB01393; DB01708; DB02266; DB03017; DB03193; DB03756; DB03796; DB04224; DB05187; DB09064; DB09213; DB09422; DB11133; DB11605; DB13873; DB13961
72,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,10934059,AB050049,Q9HCC0,MCCB_HUMAN,8J4Z; 8J73; 8J78; 8J7D; 8J99; 8JAK; 8JAW; 8JXL; 8JXM; 8JXN; 8K2V,MCCC2,MCCC2,HGNC:6937,Humans,DB00121
73,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",AASS,7264724,AF229180,Q9UDR5,AASS_HUMAN,5L76; 5L78; 5O1N; 5O1O; 5O1P; 8DDA; 8E8T; 8E8U; 8E8V,AASS,AASS,HGNC:17366,Humans,DB00142; DB00157
74,Nuclear receptor subfamily 0 group B member 1,NR0B1,786532,U31929,P51843,NR0B1_HUMAN,4RWV,NR0B1,NR0B1,HGNC:7960,Humans,DB01234; DB14649
75,Growth hormone receptor,GHR,31738,X06562,P10912,GHR_HUMAN,1A22; 1AXI; 1HWG; 1HWH; 1KF9; 2AEW; 3HHR; 5OEK; 5OHD; 6I5J; 6I5N,GHR,GHR,HGNC:4263,Humans,DB00052; DB00082; DB09098; DB14960; DB15093; DB16220
76,SEC14-like protein 4,SEC14L4,27803380,AY158085,Q9UDX3,S14L4_HUMAN,4TLG,SEC14L4,SEC14L4,HGNC:20627,Humans,DB00163
77,Hypoxanthine-guanine phosphoribosyltransferase,HPRT1,306885,M31642,P00492,HPRT_HUMAN,1BZY; 1D6N; 1HMP; 1Z7G; 2VFA; 3GEP; 3GGC; 3GGJ; 4IJQ; 4KN6; 4RAB; 4RAC; 4RAD; 4RAN; 4RAO; 4RAQ; 5BRN; 5BSK; 5HIA; 5W8V; 6BNJ; 7SAN; 8TPY,HPRT1,HPRT1,HGNC:5157,Humans,DB01033; DB01632
78,Retinoic acid receptor RXR-beta,RXRB,30448,X63522,P28702,RXRB_HUMAN,1H9U; 1UHL; 5HJP; 5I4V; 5KYA; 5KYJ; 7A78,RXRB,RXRB,HGNC:10478,Humans,DB00210; DB00307; DB00412; DB00459; DB00523; DB00755; DB00799; DB01393; DB03756
79,Cysteine sulfinic acid decarboxylase,CSAD,4894558,AF116546,Q9Y600,CSAD_HUMAN,2JIS,CSAD,CSAD,HGNC:18966,Humans,DB00114; DB00151
80,Tryptophan 5-hydroxylase 2,TPH2,27497159,AY098914,Q8IWU9,TPH2_HUMAN,4V06; 7QRI; 7WIY,TPH2,TPH2,HGNC:20692,Humans,DB12095
81,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUFA10,4191348,AF087661,O95299,NDUAA_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFA10,NDUFA10,HGNC:7684,Humans,DB00157
82,Creatine kinase B-type,CKB,180572,M16451,P12277,KCRB_HUMAN,3B6R; 3DRB; 3DRE; 6V9H; 7BF1; 7TUN,CKB,CKB,HGNC:1991,Humans,DB00148
83,CAMPATH-1 antigen,CD52,29646,X62466,P31358,CD52_HUMAN,6OBD,CD52,CD52,HGNC:1804,Humans,DB00087
84,5-hydroxytryptamine receptor 4,HTR4,2661757,Y12505,Q13639,5HT4R_HUMAN,5EM9; 7XT8; 7XT9; 7XTA,HTR4,HTR4,HGNC:5299,Humans,DB00320; DB00604; DB00904; DB01079; DB01233; DB06480
85,Ferritin light chain,FTL,182514,M11147,P02792,FRIL_HUMAN,2FFX; 2FG4; 2FG8; 3KXU; 4V6B; 5LG8; 6TR9; 6TS0; 6TS1; 6TSA; 6TSF; 6TSJ; 6WX6,FTL,FTL,HGNC:3999,Humans,DB00893; DB09517; DB13995
87,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,190074,L06419,Q02809,PLOD1_HUMAN,,PLOD1,PLOD1,HGNC:9081,Humans,DB00126
88,Pyruvate kinase PKM,PKM,189998,M23725,P14618,KPYM_HUMAN,1T5A; 1ZJH; 3BJF; 3BJT; 3G2G; 3GQY; 3GR4; 3H6O; 3ME3; 3SRD; 3SRF; 3SRH; 3U2Z; 4B2D; 4FXF; 4FXJ; 4G1N; 4JPG; 4QG6; 4QG8; 4QG9; 4QGC; 4RPP; 4WJ8; 4YJ5; 5X0I; 5X1V; 5X1W; 6B6U; 6GG3; 6GG4; 6GG5; 6GG6; 6JFB; 6NU1; 6NU5; 6NUB; 6TTF; 6TTH; 6TTI; 6TTQ; 6V74; 6V75; 6V76; 6WP3; 6WP4; 6WP5; 6WP6; 7L21; 8G2E; 8HGF; 8HMQ; 8HMR; 8HMS; 8HMU,PKM,PKM2,HGNC:9021,Humans,DB00119; DB09130; DB11263; DB11638
89,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,NDUFS5,2911482,AF047434,O43920,NDUS5_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFS5,NDUFS5,HGNC:7712,Humans,DB00157
90,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,487738,U04270,Q12809,KCNH2_HUMAN,1BYW; 1UJL; 2L0W; 2L1M; 2L4R; 2LE7; 2N7G; 4HP9; 4HQA; 5VA1; 5VA2; 5VA3; 6SYG; 8IO4; 9CHP; 9CHQ; 9CHR; 9CHS,KCNH2,KCNH2,HGNC:6251,Humans,DB00176; DB00199; DB00204; DB00252; DB00276; DB00280; DB00308; DB00342; DB00455; DB00457; DB00458; DB00472; DB00477; DB00489; DB00537; DB00557; DB00604; DB00637; DB00661; DB00675; DB00679; DB00836; DB00908; DB01026; DB01035; DB01074; DB01100; DB01136; DB01142; DB01149; DB01162; DB01182; DB01195; DB01211; DB01218; DB01244; DB04855; DB06144; DB06217; DB11090; DB11186; DB11386; DB11633; DB11642
91,"DNA topoisomerase I, mitochondrial",TOP1MT,15919359,AF349031,Q969P6,TOP1M_HUMAN,,TOP1MT,TOP1MT,HGNC:29787,Humans,DB00762; DB01030
92,Muscarinic acetylcholine receptor M1,CHRM1,34451,X52068,P11229,ACM1_HUMAN,5CXV; 6OIJ; 6WJC; 6ZFZ; 6ZG4; 6ZG9,CHRM1,CHRM1,HGNC:1950,Humans,DB00185; DB00193; DB00209; DB00219; DB00245; DB00246; DB00280; DB00332; DB00334; DB00340; DB00342; DB00354; DB00363; DB00376; DB00383; DB00387; DB00392; DB00408; DB00411; DB00420; DB00424; DB00434; DB00458; DB00462; DB00477; DB00483; DB00496; DB00508; DB00517; DB00543; DB00572; DB00622; DB00670; DB00725; DB00747; DB00771; DB00782; DB00804; DB00805; DB00809; DB00810; DB00835; DB00875; DB00907; DB00934; DB00940; DB00942; DB00979; DB00986; DB01019; DB01036; DB01062; DB01069; DB01085; DB01142; DB01148; DB01151; DB01175; DB01224; DB01231; DB01233; DB01238; DB01239; DB01403; DB01409; DB01591; DB01618; DB03128; DB04843; DB06153; DB06702; DB06709; DB06787; DB08897; DB09076; DB09089; DB09128; DB09167; DB09185; DB11156; DB11181; DB11235; DB12278; DB13262; DB13720; DB14185; DB15357
93,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",NDUFS6,3348137,AF044959,O75380,NDUS6_HUMAN,5XTB; 5XTD; 5XTH; 5XTI,NDUFS6,NDUFS6,HGNC:7713,Humans,DB00157
94,Sodium-dependent multivitamin transporter,SLC5A6,5006439,AF116241,Q9Y289,SC5A6_HUMAN,,SLC5A6,SLC5A6,HGNC:11041,Humans,DB00166; DB08872
95,Cannabinoid receptor 2,CNR2,407807,X74328,P34972,CNR2_HUMAN,2KI9; 5ZTY; 6KPC; 6KPF; 6PT0; 8GUQ; 8GUR; 8GUS; 8GUT,CNR2,CNR2,HGNC:2160,Humans,DB00470; DB00486; DB06202; DB09061
96,Methylsterol monooxygenase 1,MSMO1,1408206,U60205,Q15800,MSMO1_HUMAN,,MSMO1,SC4MOL,HGNC:10545,Humans,DB00157
97,Mitochondrial basic amino acids transporter,SLC25A29,28193150,BX247983,Q8N8R3,S2529_HUMAN,,SLC25A29,SLC25A29,HGNC:20116,Humans,DB00583
98,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,189760,M34479,P11177,ODPB_HUMAN,1NI4; 2OZL; 3EXE; 3EXF; 3EXG; 3EXH; 3EXI; 6CER; 6CFO,PDHB,PDHB,HGNC:8808,Humans,DB00119; DB00157
99,Cysteinyl leukotriene receptor 2,CYSLTR2,9663958,AB038269,Q9NS75,CLTR2_HUMAN,,CYSLTR2,CYSLTR2,HGNC:18274,Humans,DB00716
100,L-lactate dehydrogenase A-like 6B,LDHAL6B,12331000,AY009108,Q9BYZ2,LDH6B_HUMAN,,LDHAL6B,LDHAL6B,HGNC:21481,Humans,DB00157
101,S-adenosylmethionine decarboxylase proenzyme,AMD1,178518,M21154,P17707,DCAM_HUMAN,1I72; 1I79; 1I7B; 1I7C; 1I7M; 1JEN; 1JL0; 1MSV; 3DZ2; 3DZ3; 3DZ4; 3DZ5; 3DZ6; 3DZ7; 3EP3; 3EP4; 3EP5; 3EP6; 3EP7; 3EP8; 3EP9; 3EPA; 3EPB; 3H0V; 3H0W,AMD1,AMD1,HGNC:457,Humans,DB00118; DB03754
102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",AGXT2,12406973,AJ292204,Q9BYV1,AGT2_HUMAN,,AGXT2,AGXT2,HGNC:14412,Humans,DB00114; DB00119; DB00145
103,Penicillin-binding protein 2,mrdA,1572976,L42023,P44469,PBP2_HAEIN,,,,,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),DB00303
105,Sterol O-acyltransferase 1,SOAT1,4878022,L21934,P35610,SOAT1_HUMAN,6L47; 6L48; 6P2J; 6P2P; 6VUM,SOAT1,SOAT1,HGNC:11177,Humans,DB00973
106,Organic cation/carnitine transporter 2,SLC22A5,3273741,AF057164,O76082,S22A5_HUMAN,,SLC22A5,SLC22A5,HGNC:10969,Humans,DB00583
109,N-acylglucosamine 2-epimerase,RENBP,220053,D10232,P51606,RENBP_HUMAN,,RENBP,RENBP,HGNC:9959,Humans,DB00141
110,P2Y purinoceptor 12,P2RY12,12083902,AF313449,Q9H244,P2Y12_HUMAN,4NTJ; 4PXZ; 4PY0; 7PP1; 7XXI,P2RY12,P2RY12,HGNC:18124,Humans,DB00208; DB00374; DB00758; DB01240; DB06209; DB06441; DB08816
112,Histamine H2 receptor,HRH2,184088,M64799,P25021,HRH2_HUMAN,7UL3; 8POK; 8YUT,HRH2,HRH2,HGNC:5183,Humans,DB00272; DB00321; DB00408; DB00434; DB00501; DB00585; DB00751; DB00768; DB00797; DB00863; DB00927; DB00940; DB00972; DB01069; DB01142; DB01238; DB05381; DB06216; DB09185
113,DNA polymerase beta,POLB,292397,L11607,P06746,DPOLB_HUMAN,1BPX; 1BPY; 1BPZ; 1MQ2; 1MQ3; 1TV9; 1TVA; 1ZJM; 1ZJN; 1ZQA; 1ZQB; 1ZQC; 1ZQD; 1ZQE; 1ZQF; 1ZQG; 1ZQH; 1ZQI; 1ZQJ; 1ZQK; 1ZQL; 1ZQM; 1ZQN; 1ZQO; 1ZQP; 1ZQQ; 1ZQR; 1ZQS; 1ZQT; 2FMP; 2FMQ; 2FMS; 2I9G; 2ISO; 2ISP; 2P66; 2PXI; 3C2K; 3C2L; 3C2M; 3GDX; 3ISB; 3ISC; 3ISD; 3JPN; 3JPO; 3JPP; 3JPQ; 3JPR; 3JPS; 3JPT; 3LK9; 3MBY; 3OGU; 3RH4; 3RH5; 3RH6; 3RJE; 3RJF; 3RJG; 3RJH; 3RJI; 3RJJ; 3RJK; 3TFR; 3TFS; 4DO9; 4DOA; 4DOB; 4DOC; 4F5N; 4F5O; 4F5P; 4F5Q; 4F5R; 4GXI; 4GXJ; 4GXK; 4JWM; 4JWN; 4KLD; 4KLE; 4KLF; 4KLG; 4KLH; 4KLI; 4KLJ; 4KLL; 4KLM; 4KLO; 4KLQ; 4KLS; 4KLT; 4KLU; 4LVS; 4M2Y; 4M47; 4M9G; 4M9H; 4M9J; 4M9L; 4M9N; 4MF2; 4MF8; 4MFA; 4MFC; 4MFF; 4NLK; 4NLN; 4NLZ; 4NM1; 4NM2; 4NXZ; 4NY8; 4O5C; 4O5E; 4O5K; 4O9M; 4P2H; 4PGQ; 4PGX; 4PGY; 4PH5; 4PHA; 4PHD; 4PHE; 4PHP; 4PPX; 4R63; 4R64; 4R65; 4R66; 4RPX; 4RPY; 4RPZ; 4RQ0; 4RQ1; 4RQ2; 4RQ3; 4RQ4; 4RQ5; 4RQ6; 4RQ7; 4RQ8; 4RT2; 4RT3; 4TUP; 4TUQ; 4TUR; 4TUS; 4UAW; 4UAY; 4UAZ; 4UB1; 4UB2; 4UB3; 4UB4; 4UB5; 4UBB; 4UBC; 4YMM; 4YMN; 4YMO; 4YN4; 4Z6C; 4Z6D; 4Z6E; 4Z6F; 5BOL; 5BOM; 5BPC; 5DB6; 5DB7; 5DB8; 5DB9; 5DBA; 5DBB; 5DBC; 5EOZ; 5HHH; 5HHI; 5J0O; 5J0P; 5J0Q; 5J0R; 5J0S; 5J0T; 5J0U; 5J0W; 5J0X; 5J0Y; 5J29; 5J2A; 5J2B; 5J2C; 5J2D; 5J2E; 5J2F; 5J2G; 5J2H; 5J2I; 5J2J; 5J2K; 5TB8; 5TB9; 5TBA; 5TBB; 5TBC; 5TZV; 5U2R; 5U2S; 5U2T; 5U8G; 5U8H; 5U8I; 5U9H; 5UGN; 5UGO; 5UGP; 5V1F; 5V1G; 5V1H; 5V1I; 5V1J; 5V1N; 5V1O; 5V1P; 5V1R; 5VEZ; 5VRW; 5VRX; 5VRY; 5VRZ; 5VS0; 5VS1; 5VS2; 5VS3; 5VS4; 5WNX; 5WNY; 5WNZ; 5WO0; 6BEL; 6BEM; 6BTE; 6BTF; 6CLY; 6CPQ; 6CR3; 6CR4; 6CR5; 6CR6; 6CR7; 6CR8; 6CR9; 6CRB; 6CRC; 6CRH; 6CTI; 6CTJ; 6CTK; 6CTL; 6CTM; 6CTN; 6CTO; 6CTP; 6CTQ; 6CTR; 6CTT; 6CTU; 6CTV; 6CTW; 6CTX; 6CU9; 6CUA; 6CUB; 6DIA; 6DIC; 6E3R; 6E3V; 6E3W; 6E3X; 6G2Q; 6MR7; 6MR8; 6N2R; 6N2S; 6N2T; 6NKR; 6NKS; 6NKT; 6NKU; 6NKV; 6NKW; 6NKX; 6NKY; 6NKZ; 6NL0; 6PH5; 6PH6; 6PKZ; 6U2O; 6U6B; 6UOK; 6UOL; 6UOM; 6W2M; 7ICE; 7ICF; 7ICG; 7ICH; 7ICI; 7ICJ; 7ICK; 7ICL; 7ICM; 7ICN; 7ICO; 7ICP; 7ICQ; 7ICR; 7ICS; 7ICT; 7ICU; 7ICV; 7K96; 7K97; 7MZ0; 7MZ1; 7MZ2; 7MZ3; 7MZ4; 7MZ8; 7RBE; 7RBF; 7RBG; 7RBH; 7RBI; 7RBJ; 7RBK; 7RBL; 7RBM; 7RBN; 7RBO; 7S9J; 7S9K; 7S9L; 7S9M; 7S9N; 7S9O; 7S9P; 7S9Q; 8ICA; 8ICB; 8ICC; 8ICE; 8ICF; 8ICG; 8ICH; 8ICI; 8ICJ; 8ICK; 8ICL; 8ICM; 8ICN; 8ICO; 8ICP; 8ICQ; 8ICR; 8ICS; 8ICT; 8ICU; 8ICV; 8ICW; 8ICX; 8ICY; 8ICZ; 8VF8; 8VF9; 8VFA; 8VFB; 8VFC; 8VFD; 8VFE; 8VFF; 8VFG; 8VFH; 8VFI; 8VFJ; 9ICA; 9ICB; 9ICC; 9ICE; 9ICF; 9ICG; 9ICH; 9ICI; 9ICJ; 9ICK; 9ICL; 9ICM; 9ICN; 9ICO; 9ICP; 9ICQ; 9ICR; 9ICS; 9ICT; 9ICU; 9ICV; 9ICW; 9ICX; 9ICY,POLB,POLB,HGNC:9174,Humans,DB00987; DB01592; DB12151; DB14488; DB14489; DB14490; DB14491; DB14501
114,D-lactate dehydrogenase,dld,145753,M10038,P06149,DLD_ECOLI,1F0X,,,,Escherichia coli (strain K12),DB00756; DB03147
115,Adenine phosphoribosyltransferase,APRT,28819,Y00486,P07741,APT_HUMAN,1ORE; 1ZN7; 1ZN8; 1ZN9; 4X44; 4X45; 6FCH; 6FCI; 6FCL; 6FD4; 6FD5; 6FD6; 6HGP; 6HGQ; 6HGR; 6HGS,APRT,APRT,HGNC:626,Humans,DB00173; DB01632; DB04272
116,Evolved beta-galactosidase subunit alpha,ebgA,145821,M64441,P06864,BGA2_ECOLI,,,,,Escherichia coli (strain K12),DB00581
117,Prostacyclin synthase,PTGIS,10944956,D38145,Q16647,PTGIS_HUMAN,2IAG; 3B6H,PTGIS,PTGIS,HGNC:9603,Humans,DB00812; DB01240
118,Synaptic vesicular amine transporter,SLC18A2,292335,L09118,Q05940,VMAT2_HUMAN,8JSW; 8JSX; 8JT5; 8JT9; 8JTA; 8JTB; 8JTC; 8T69; 8T6A; 8T6B; 8THR; 8WLJ; 8WLK; 8WLL; 8WLM; 8XO9; 8XOA; 8XOB,SLC18A2,SLC18A2,HGNC:10935,Humans,DB00182; DB00206; DB00368; DB00502; DB00579; DB00865; DB00988; DB01089; DB01576; DB01577; DB04821; DB04844; DB05381; DB06706; DB06714; DB11915; DB12010; DB12161
119,Phospholipid-transporting ATPase ABCA1,ABCA1,9247086,AF275948,O95477,ABCA1_HUMAN,5XJY; 7ROQ; 7TBW; 7TBY; 7TBZ; 7TC0; 7TDT,ABCA1,ABCA1,HGNC:29,Humans,DB01016; DB01599
120,Dihydropteroate synthase type-1,sulI,44284,X53635,Q49184,DHP1_MYCFO,,,,,Mycobacterium fortuitum,DB00891
121,Tryptophan 5-hydroxylase 1,TPH1,37955,X52836,P17752,TPH1_HUMAN,1MLW; 3HF6; 3HF8; 3HFB; 5J6D; 5L01; 5TPG; 7ZIF; 7ZIG; 7ZIH; 7ZII; 7ZIJ; 7ZIK; 8CJI; 8CJJ; 8CJK; 8CJL; 8CJM; 8CJN; 8CJO,TPH1,TPH1,HGNC:12008,Humans,DB00360; DB12095
9056,Probable arabinosyltransferase B,embB,,,P9WNL7,EMBB_MYCTU,,,,,Mycobacterium tuberculosis,DB00330
123,Estrogen receptor,ESR1,31234,X03635,P03372,ESR1_HUMAN,1A52; 1ERE; 1ERR; 1G50; 1GWQ; 1GWR; 1HCP; 1HCQ; 1L2I; 1PCG; 1QKT; 1QKU; 1R5K; 1SJ0; 1UOM; 1X7E; 1X7R; 1XP1; 1XP6; 1XP9; 1XPC; 1XQC; 1YIM; 1YIN; 1ZKY; 2AYR; 2B1V; 2B1Z; 2B23; 2BJ4; 2FAI; 2G44; 2G5O; 2I0J; 2IOG; 2IOK; 2JF9; 2JFA; 2LLO; 2LLQ; 2OCF; 2OUZ; 2P15; 2POG; 2Q6J; 2Q70; 2QA6; 2QA8; 2QAB; 2QE4; 2QGT; 2QGW; 2QH6; 2QR9; 2QSE; 2QXM; 2QXS; 2QZO; 2R6W; 2R6Y; 2YAT; 2YJA; 3CBM; 3CBO; 3CBP; 3DT3; 3ERD; 3ERT; 3HLV; 3HM1; 3L03; 3OS8; 3OS9; 3OSA; 3Q95; 3UU7; 3UUA; 3UUC; 3UUD; 4AA6; 4DMA; 4IU7; 4IUI; 4IV2; 4IV4; 4IVW; 4IVY; 4IW6; 4IW8; 4IWC; 4IWF; 4JC3; 4JDD; 4MG5; 4MG6; 4MG7; 4MG8; 4MG9; 4MGA; 4MGB; 4MGC; 4MGD; 4O6F; 4PP6; 4PPP; 4PPS; 4PXM; 4Q13; 4Q50; 4TUZ; 4TV1; 4XI3; 4ZN7; 4ZN9; 4ZNH; 4ZNS; 4ZNT; 4ZNU; 4ZNV; 4ZNW; 5AAU; 5AAV; 5ACC; 5AK2; 5DI7; 5DID; 5DIE; 5DIG; 5DK9; 5DKB; 5DKE; 5DKG; 5DKS; 5DL4; 5DLR; 5DMC; 5DMF; 5DP0; 5DRJ; 5DRM; 5DTV; 5DU5; 5DUE; 5DUG; 5DUH; 5DVS; 5DVV; 5DWE; 5DWG; 5DWI; 5DWJ; 5DX3; 5DXB; 5DXE; 5DXG; 5DXK; 5DXM; 5DXP; 5DXQ; 5DXR; 5DY8; 5DYB; 5DYD; 5DZ0; 5DZ1; 5DZ3; 5DZH; 5DZI; 5E0W; 5E0X; 5E14; 5E15; 5E19; 5E1C; 5EGV; 5EHJ; 5EI1; 5EIT; 5FQP; 5FQR; 5FQS; 5FQT; 5FQV; 5GS4; 5GTR; 5HYR; 5JMM; 5KCC; 5KCD; 5KCE; 5KCF; 5KCT; 5KCU; 5KCW; 5KD9; 5KR9; 5KRA; 5KRC; 5KRF; 5KRH; 5KRI; 5KRJ; 5KRK; 5KRL; 5KRM; 5KRO; 5N10; 5T0X; 5T1Z; 5T92; 5T97; 5TLD; 5TLF; 5TLG; 5TLL; 5TLM; 5TLO; 5TLP; 5TLT; 5TLU; 5TLV; 5TLX; 5TLY; 5TM1; 5TM2; 5TM3; 5TM4; 5TM5; 5TM6; 5TM7; 5TM8; 5TM9; 5TML; 5TMM; 5TMO; 5TMQ; 5TMR; 5TMS; 5TMT; 5TMU; 5TMV; 5TMW; 5TMZ; 5TN1; 5TN3; 5TN4; 5TN5; 5TN6; 5TN7; 5TN8; 5TN9; 5TNB; 5U2B; 5U2D; 5UFW; 5UFX; 5W9C; 5W9D; 5WGD; 5WGQ; 6B0F; 6C42; 6CBZ; 6CHW; 6CHZ; 6CZN; 6D0F; 6DF6; 6DFN; 6HHP; 6HKB; 6HKF; 6HMU; 6IAR; 6OWC; 6PET; 6PFM; 6PIT; 6PSJ; 6SBO; 6SQ0; 6SUO; 6TJM; 6TL3; 6V87; 6V8T; 6VGH; 6VJD; 6VPF; 6WOK; 6ZOQ; 6ZOR; 6ZOS; 7B9M; 7B9R; 7B9T; 7BA3; 7BA5; 7BA6; 7BA7; 7BA8; 7BA9; 7BAA; 7BAB; 7JHD; 7KBS; 7MSA; 7N9O; 7NDO; 7NEL; 7NFB; 7NFW; 7NIZ; 7OPW; 7OQ7; 7OQ8; 7PWT; 7PWZ; 7QVJ; 7QVL; 7R62; 7RKE; 7RNM; 7RRX; 7RRY; 7RRZ; 7RS0; 7RS1; 7RS2; 7RS3; 7RS4; 7RS7; 7RS8; 7RS9; 7SFO; 7T2X; 7TE7; 7UJ7; 7UJ8; 7UJC; 7UJF; 7UJM; 7UJO; 7UJW; 7UJY; 7WNV; 7Y8F; 7Y8G; 7YMK; 8AFN; 8AI0; 8ALR; 8ALT; 8ALV; 8ALW; 8AM7; 8ANF; 8AOY; 8APS; 8AQ1; 8AQC; 8AQE; 8AQZ; 8AR4; 8AR5; 8ARG; 8ARO; 8ARQ; 8ARR; 8ARW; 8ARX; 8ARY; 8ARZ; 8AS1; 8AT9; 8ATP; 8AU2; 8AUS; 8AUY; 8AV3; 8AV4; 8AV7; 8AV8; 8AWG; 8AXE; 8AXU; 8AZE; 8B39; 8BWJ; 8BWX; 8BWZ; 8BX0; 8BX3; 8BX4; 8BXI; 8BXM; 8BXN; 8BXO; 8BXQ; 8BXS; 8BY9; 8BYB; 8BYC; 8BYD; 8BYE; 8BYF; 8BYG; 8BYO; 8BYY; 8BYZ; 8BZ0; 8BZ9; 8BZA; 8BZB; 8BZC; 8BZD; 8BZE; 8BZF; 8BZG; 8BZH; 8BZT; 8BZW; 8C04; 8C0K; 8C42; 8C4F; 8C4G; 8DU6; 8DU8; 8DU9; 8DUB; 8DUC; 8DUD; 8DUG; 8DUH; 8DUI; 8DUK; 8DUS; 8DV5; 8DV7; 8DV8; 8DVB; 8EV1; 8EV2; 8VYT; 8VYX; 8VZ0; 8VZ1; 8VZP; 8VZQ; 8W03; 8W07; 9BQE; 9BU1,ESR1,ESR1,HGNC:3467,Humans,DB00255; DB00286; DB00304; DB00367; DB00396; DB00431; DB00481; DB00539; DB00603; DB00624; DB00648; DB00655; DB00675; DB00756; DB00783; DB00823; DB00841; DB00882; DB00890; DB00947; DB00957; DB00977; DB01065; DB01108; DB01183; DB01185; DB01196; DB01357; DB01406; DB01428; DB01593; DB01708; DB04573; DB04574; DB04575; DB04813; DB04824; DB04930; DB04938; DB06202; DB06249; DB06374; DB06401; DB06710; DB09070; DB09086; DB09317; DB09318; DB09369; DB09371; DB09535; DB11064; DB11219; DB11619; DB12235; DB13943; DB13944; DB13952; DB13953; DB13954; DB13955; DB13956; DB13981; DB14487; DB14533; DB14548; DB15690
